,GATE_NAME,GATE_TYPE,INF-LIM2_MEAN,INF-LIM4_MEAN,INF-LIM2_NORM_MEAN,INF-LIM4_NORM_MEAN,INF-LIM2_MEDIAN,INF-LIM4_MEDIAN,INF-LIM2_NORM_MEDIAN,INF-LIM4_NORM_MEDIAN,INF-LIM2_SIZE,INF-LIM4_SIZE
0,U241,XNOR2X1,20.36084192976977,3.130319045014077,0.9531853658536585,0.7578879526977094,62.29113924050632,3.450158227848101,0.9842,0.7752888888888889,38,31
1,U242,NOR2X0,8.04518178609258,0.2193003098403713,0.8894439024390256,0.2809022631935863,7.680555555555556,0.3611111111111111,0.8848,0.5652173913043478,36,23
2,U243,XOR2X1,20.47327624584285,3.15205927409852,0.9534304878048782,0.7591556541019958,63.935064935064936,3.5657467532467533,0.9846,0.7809777777777778,38,31
3,U244,NOR2X0,7.860650069156376,0.2580682342093108,0.8871414634146352,0.3478328413857346,7.223684210526315,0.36184210526315785,0.8784,0.5670103092783505,36,23
4,U245,XOR2X1,20.53417894377482,3.16383538170646,0.9535621951219512,0.7598368070953442,66.56756756756756,3.7508445945945943,0.9852,0.789511111111111,38,31
5,U246,NOR2X0,7.916144745998704,0.22568236294750144,0.8878439024390256,0.291459669970297,7.223684210526315,0.4078947368421053,0.8784,0.688888888888889,36,23
6,U247,XNOR2X1,20.530786398844718,3.1631794013391157,0.9535548780487805,0.7597989652623802,67.4931506849315,3.8159246575342465,0.9854,0.7923555555555555,38,31
7,U248,NOR2X0,7.674678402166659,0.3237606258933222,0.8847219512195136,0.47876630419666827,7.012820512820513,0.4807692307692308,0.8752,0.9259259259259259,36,23
8,U249,NAND4X0,1.1129290644804137,0.4439072549296758,0.5267233449477358,0.7982611873016591,1.4350649350649352,0.6,0.5893333333333334,1.4999999999999998,35,9
9,U250,XNOR2X1,20.402657061571844,3.138404392764868,0.9532768292682928,0.7583609756097567,63.935064935064936,3.5657467532467533,0.9846,0.7809777777777778,38,31
10,U251,NOR2X0,7.642495784148482,0.3178189994378844,0.8842926829268304,0.46588661832563827,7.223684210526315,0.4407894736842105,0.8784,0.7882352941176469,36,23
11,U252,XNOR2X1,20.51045355578295,3.1592478555127186,0.9535109756097562,0.7595719142645977,68.44444444444444,3.8828125000000004,0.9856,0.7952,38,31
12,U253,NOR2X0,8.04518178609258,0.17829548574342305,0.8894439024390256,0.21698248293637867,7.333333333333334,0.2533333333333333,0.88,0.33928571428571425,36,23
13,U254,XNOR2X1,20.54266498528796,3.165476237389664,0.9535804878048781,0.7599314116777534,66.56756756756756,3.7508445945945943,0.9852,0.789511111111111,38,31
14,U255,NOR2X0,7.8209982788296495,0.26844520940906574,0.886634146341464,0.36695161163830464,6.91139240506329,0.4367088607594937,0.8735999999999999,0.7752808988764047,36,23
15,U256,XNOR2X1,20.344161590920933,3.127093745119477,0.9531487804878049,0.7576987435328899,63.935064935064936,3.5657467532467533,0.9846,0.7809777777777778,38,31
16,U257,NOR2X0,7.869851159570828,0.2691242644513637,0.8872585365853664,0.3682216433814758,7.012820512820513,0.3974358974358974,0.8752,0.6595744680851062,36,23
17,U258,NAND4X0,1.1366376024394924,0.4476486563750702,0.5319749128919867,0.8104418709969551,1.4671052631578947,0.6000000000000001,0.5946666666666667,1.5,35,9
18,U259,NOR2X0,0.05739347910038802,0.15408521671968953,0.05427826086956522,0.18215217391304342,0.003210272873194202,0.003210272873194202,0.0031999999999999806,0.0031999999999999806,21,13
