,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U28,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
1,U29,MUX21X1,0.375,0.65,0.65,0.25,0.75,0.75,6,5,5
2,U30,NAND2X0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
3,U31,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
4,U32,MUX21X1,0.28125,0.4,0.4,0.25,0.25,0.25,6,5,5
5,U33,OR2X1,0.4166666666666667,0.375,0.375,0.25,0.375,0.375,3,4,4
6,U34,OA21X1,0.3125,0.3125,0.3125,0.125,0.125,0.125,4,4,4
7,U35,AO222X1,0.3080357142857143,0.3645833333333333,0.3645833333333333,0.21875,0.3125,0.3125,7,6,6
8,U36,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
9,U37,NOR2X0,0.5,0.4166666666666667,0.4166666666666667,0.5,0.25,0.25,2,3,3
10,U38,NAND2X0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
11,U39,AO221X1,0.18359375,0.3392857142857143,0.3392857142857143,0.08984375,0.375,0.375,10,7,7
12,U40,MUX21X1,0.25,0.1979166666666666,0.1979166666666666,0.25,0.1875,0.1875,5,6,6
13,U41,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
14,U42,AND3X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
15,U43,OR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
16,U44,NOR2X0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
17,U45,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
18,U46,XOR2X1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
19,U47,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
20,U48,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
