,GATE_NAME,GATE_TYPE,INF-LIM2_MEAN,INF-LIM4_MEAN,INF-LIM2_NORM_MEAN,INF-LIM4_NORM_MEAN,INF-LIM2_MEDIAN,INF-LIM4_MEDIAN,INF-LIM2_NORM_MEDIAN,INF-LIM4_NORM_MEDIAN,INF-LIM2_SIZE,INF-LIM4_SIZE
0,U3558,ISOLANDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,U3871,ISOLANDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,U3872,NOR2X0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3,U3989,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,U3990,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5,U3991,ISOLANDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6,U4020,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7,U4021,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8,U4022,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9,U4023,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10,U4024,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11,U4025,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12,U4026,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13,U4027,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14,U4056,NOR2X0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
15,U4057,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
16,U4058,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17,U4059,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
