,GATE_NAME,GATE_TYPE,INF-LIM2_MEAN,INF-LIM4_MEAN,INF-LIM2_NORM_MEAN,INF-LIM4_NORM_MEAN,INF-LIM2_MEDIAN,INF-LIM4_MEDIAN,INF-LIM2_NORM_MEDIAN,INF-LIM4_NORM_MEDIAN,INF-LIM2_SIZE,INF-LIM4_SIZE
0,r143_U1_1,FADDX1,3.017562815910921,1.9695048795774008,0.7510928774928773,0.6632435235660185,19.68014705882353,12.133689839572193,0.9516444444444444,0.9238599348534202,13,9
1,r143_U1_2,FADDX1,3.169106551296648,1.7707503455003688,0.7601404551080647,0.6390869348355489,15.74107142857143,7.96875,0.9402666666666667,0.8885017421602788,15,9
2,r143_U1_3,FADDX1,3.49636407125385,2.0077620469543644,0.777598080548415,0.6675268906286679,17.38235294117647,8.196078431372548,0.9456000000000001,0.8912579957356077,18,11
3,r143_U1_4,FADDX1,3.8134437154431033,2.1654354169866425,0.7922485315883776,0.6840876946553038,26.985074626865668,12.126865671641792,0.9642666666666666,0.9238203524729961,21,13
4,r143_U1_5,FADDX1,4.1432046822113655,2.4062579917262177,0.8055686946586693,0.7064227071381574,34.37735849056604,15.726415094339623,0.9717333333333333,0.9402143260011281,24,16
5,r143_U1_6,FADDX1,4.358782291197669,2.673334083746067,0.8133904410256414,0.7277677507132159,61.5,28.833333333333332,0.984,0.9664804469273742,27,19
6,r143_U1_7,FADDX1,10.042524762861815,4.641638892551703,0.9094410000000003,0.8227465424417297,135.36363636363637,46.63636363636364,0.9926666666666667,0.9790076335877862,33,23
7,U141,AND2X1,3.4341216216216224,1.7159902076790354,0.7744761904761905,0.6318101600025445,819.3125000000001,130.8359375,0.9987809523809524,0.9924148148148147,12,8
8,U142,INVX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9,U143,AND2X1,15.0,0.0,0.9375,0.0,15.0,0.0,0.9375,0.0,4,0
10,U144,AND2X1,127.0,0.0,0.9921875,0.0,127.0,0.0,0.9921875,0.0,7,0
11,U145,AND2X1,255.0,15.0,0.99609375,0.9375,255.0,15.0,0.99609375,0.9375,8,4
12,U146,AND2X1,511.0,127.0,0.998046875,0.9921875,511.0,127.0,0.998046875,0.9921875,9,7
13,U147,AND2X1,1023.0,255.0,0.9990234375,0.99609375,1023.0,255.0,0.9990234375,0.99609375,10,8
14,U148,AND2X1,2047.0,511.0,0.99951171875,0.998046875,2047.0,511.0,0.99951171875,0.998046875,11,9
15,U149,XNOR2X1,9.645375914836992,3.7904191616766467,0.9060624999999999,0.79125,4999.0,1249.0,0.9998,0.9992,13,11
16,U150,NAND2X1,5356.142857142857,1338.2857142857142,0.9998133333333333,0.9992533333333333,inf,inf,1.0,1.0,12,10
17,U151,XOR2X1,6.160392798690678,2.016487591275338,0.8603428571428573,0.6684886081108622,749.0,210.9140625,0.9986666666666667,0.9952811059907835,12,8
18,U152,XOR2X1,1.5411764705882365,0.0,0.6064814814814816,0.0,15.0,0.0,0.9375,0.0,4,0
19,U153,XOR2X1,5.4402515723270435,0.0,0.8447265625,0.0,127.0,0.0,0.9921875,0.0,7,0
20,U154,XOR2X1,6.192848020434233,0.8303229337712108,0.8609730113636364,0.453648325358852,255.0,15.0,0.99609375,0.9375,8,4
21,U155,XOR2X1,6.914975845410628,2.5617391304347823,0.8736572265625,0.71923828125,511.0,127.0,0.998046875,0.9921875,9,7
22,U156,XOR2X1,7.616181229773471,2.8772815533980616,0.8839393028846154,0.74208733974359,1023.0,255.0,0.9990234375,0.99609375,10,8
23,U157,XOR2X1,8.303804656445202,3.1867120954003405,0.89251708984375,0.7611490885416666,2047.0,511.0,0.99951171875,0.998046875,11,9
24,U158,XOR2X1,8.978048293753748,3.4901217321891864,0.89978,0.777288888888889,2499.0,623.9999999999999,0.9996,0.9984,12,10
25,U159,MUX21X1,0.8056426332288407,0.2622779519331248,0.44618055555555575,0.20778145695364267,1.1818181818181819,0.36363636363636365,0.5416666666666666,0.26666666666666666,8,3
26,U160,AO22X1,1.196309963099632,0.08533210332103287,0.544690860215054,0.09329299041855733,1.5806451612903225,0.3346774193548387,0.6125,0.503030303030303,7,0
