,GATE_NAME,GATE_TYPE,INF-LIM2_MEAN,INF-LIM4_MEAN,INF-LIM2_NORM_MEAN,INF-LIM4_NORM_MEAN,INF-LIM2_MEDIAN,INF-LIM4_MEDIAN,INF-LIM2_NORM_MEDIAN,INF-LIM4_NORM_MEDIAN,INF-LIM2_SIZE,INF-LIM4_SIZE
0,U200,NOR2X0,1.0799193243413594,0.8246060758855417,0.5192121212121213,0.45193649565445687,63.6551724137931,31.525862068965523,0.9845333333333333,0.969255234561357,28,18
1,U201,XOR3X1,1.5229589262286813,0.783893430214956,0.6036400000000001,0.43942839686365026,65.2251655629139,48.14569536423841,0.9849,0.9796523379598436,27,13
2,U202,NOR2X0,49.52051439069247,9.809262900054891,0.9802060606060607,0.9074867537919795,inf,inf,1.0,1.0,29,14
3,U203,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,U204,XOR3X1,1.2077187366329531,0.06652684448001328,0.54704375,0.06237709329524522,23.93765586034913,0.3341645885286782,0.9599,0.5018726591760297,26,12
5,U205,NAND2X0,14.761094981335544,2.835752799668187,0.9365526315789474,0.739294982698962,3.222972972972973,0.5067567567567567,0.7632,0.3363228699551569,27,16
6,U206,NOR2X0,0.23076923076923078,0.0,0.30000000000000004,0.0,0.3333333333333333,0.0,0.5,0.0,7,0
7,U207,XOR2X1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0
8,U208,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9,U209,OA21X1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10,U210,NAND2X0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11,U211,XOR3X1,0.7340858214837466,0.09962480688589719,0.4233272727272726,0.11064810275517212,11.594458438287154,0.3148614609571789,0.9206,0.4595588235294118,25,12
12,U212,NOR2X0,14.692752426182118,5.278887847646876,0.9362763157894737,0.8407361264822133,3.251700680272109,4.513924319727891,0.7648,0.8186409638554216,27,19
13,U213,OA21X1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14,U214,OA21X1,0.1538461538461538,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,5,0
15,U215,NOR2X0,1.5597269624573382,1.0854918332520722,0.6093333333333334,0.520496803652968,62.29113924050632,30.645569620253163,0.9842,0.9684,29,19
16,U216,XNOR2X1,2.357881482046782,1.1118975846147978,0.7021931818181818,0.5264921901113891,115.27906976744185,56.343023255813954,0.9914,0.9825610868903984,28,17
17,U217,NOR2X0,43.99345549738314,13.45405759162334,0.9777745454545459,0.9308152749730612,inf,inf,1.0,1.0,27,13
18,U218,NOR2X0,1.8935185185185184,1.7729552469135803,0.6544,0.6393739130434782,91.59259259259258,94.48611111111111,0.9892,0.9895272727272728,29,21
19,U219,XNOR2X1,2.6144578313253013,1.5883373493975903,0.7233333333333333,0.6136515975273702,114.3846153846154,76.32307692307694,0.9913333333333334,0.9870672502984481,29,18
20,U220,NOR2X0,81.66533066132331,16.500685581689808,0.9879030303030304,0.9428593814035345,inf,inf,1.0,1.0,29,14
21,U221,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,U222,NOR2X0,1.299234981815142,1.299234981815142,0.5650727272727274,0.5650727272727274,58.523809523809526,88.28571428571429,0.9832,0.9888,29,20
23,U223,XNOR2X1,1.974245735787837,1.1964804758793175,0.663780303030303,0.5447262058636466,97.0392156862745,47.931372549019606,0.9898,0.9795632137848127,28,16
24,U224,NOR2X0,61.977099236642324,12.152269987947179,0.9841212121212124,0.9239674975562084,inf,inf,1.0,1.0,29,14
25,U225,INVX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,U226,NOR2X0,0.7144638403990028,0.31646330602066275,0.41672727272727283,0.2403890063424948,39.983606557377044,22.05327868852459,0.9756,0.9566222222222223,29,19
27,U227,XOR2X1,1.167523276244274,0.6214364298733502,0.5386439393939395,0.3832629009833524,58.523809523809526,43.81547619047619,0.9832,0.977686279718422,28,12
28,U228,NOR2X0,45.42656162070978,8.678227645647752,0.9784606060606064,0.8966752966954962,inf,inf,1.0,1.0,29,14
