,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U650,NOR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
1,U651,NAND2X0,0.2142857142857142,0.1030882352941176,0.044,0.125,0.0581,0.0273,7,17,67
2,U652,MUX41X1,0.1747295673076923,0.1116642857142857,0.0745909090909091,0.140625,0.06315,0.05415,13,28,66
3,U653,NAND2X0,0.2142857142857142,0.1032235294117647,0.0442985074626865,0.125,0.0537,0.0268,7,17,67
4,U654,MUX41X1,0.1747295673076923,0.1108071428571428,0.074180303030303,0.140625,0.0616499999999999,0.05455,13,28,66
5,U655,AO221X1,0.12221875,0.1109571428571428,0.0743060606060606,0.0622999999999999,0.0619,0.054,16,28,66
6,U656,AO22X1,0.2375,0.3125,0.3125,0.1875,0.25,0.25,5,4,4
7,U657,AO221X1,0.12311875,0.1100964285714285,0.0744666666666666,0.0615,0.0612,0.0537,16,28,66
8,U658,AO22X1,0.2375,0.3125,0.3125,0.1875,0.25,0.25,5,4,4
9,U659,AO222X1,0.28125,0.1804393939393939,0.2053666666666666,0.25,0.1249,0.20665,8,33,36
10,U660,AO222X1,0.2857142857142857,0.1875041666666666,0.197871875,0.25,0.1396,0.196,7,24,32
11,U661,INVX0,1.0,0.52438,0.4992277777777777,1.0,0.49695,0.5001,2,20,18
12,U662,AO222X1,0.28125,0.2587066666666666,0.2060083333333333,0.28125,0.2501,0.2086,6,15,36
13,U663,NAND2X0,0.5,0.3214285714285714,0.2431533333333333,0.5,0.25,0.18265,3,14,30
14,U664,XNOR2X1,0.75,0.5463925925925925,0.4682034482758621,0.75,0.5029,0.3687,6,27,29
15,U665,XNOR3X1,0.75,0.415775,0.2595241379310344,0.75,0.46795,0.158,6,24,29
16,U666,MUX21X1,0.4027777777777778,0.2439473684210526,0.1904461538461538,0.375,0.2176,0.1532,9,19,26
17,U667,OA21X1,0.2477678571428571,0.1889204545454545,0.1346,0.328125,0.25,0.0636,7,11,17
18,U668,XNOR3X1,0.6071428571428571,0.45625,0.3703125,0.5,0.40625,0.375,7,10,10
19,U669,XNOR2X1,0.5625,0.3984375,0.3203125,0.5,0.375,0.3125,4,8,10
20,U670,XNOR3X1,0.75,0.4289772727272727,0.3703125,0.75,0.34375,0.375,5,11,10
21,U671,XNOR2X1,0.5625,0.3993055555555556,0.3203125,0.5,0.4375,0.3125,4,9,10
22,U672,OA21X1,0.2708333333333333,0.2125,0.2078125,0.3125,0.21875,0.1875,6,10,10
23,U673,XNOR2X1,0.5625,0.5357142857142857,0.6428571428571429,0.5,0.5,0.5,4,7,7
24,U674,MUX21X1,0.5,0.43487,0.4897117647058823,0.5,0.25075,0.4967,7,20,17
25,U675,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
26,U676,XOR3X1,1.0,0.5955528846153846,0.477325,1.0,0.625,0.43815,7,13,16
27,U677,XNOR3X1,1.0,0.4140882352941176,0.41349375,1.0,0.2547,0.3791,5,17,16
28,U678,XOR2X1,0.3928571428571428,0.2417367788461538,0.2334735576923076,0.375,0.203125,0.1875,7,13,13
29,U679,XNOR2X1,0.35,0.2847222222222222,0.2640625,0.25,0.25,0.25,5,9,10
30,U680,XNOR2X1,0.45,0.6428571428571429,0.6428571428571429,0.5,0.5,0.5,5,7,7
31,U681,XOR3X1,0.8571428571428571,0.5124736842105263,0.47676875,1.0,0.5038,0.4357499999999999,7,19,16
32,U682,XNOR3X1,0.7857142857142857,0.5340533333333334,0.4423076923076923,1.0,0.5016,0.375,7,15,13
33,U683,MUX21X1,0.75,0.2336647727272727,0.2640625,0.75,0.21875,0.25,4,11,10
34,U684,XOR2X1,0.5,0.2473958333333333,0.2640625,0.5,0.25,0.25,4,12,10
35,U685,NOR2X0,0.1375,0.2125,0.2078125,0.1875,0.21875,0.1875,5,10,10
36,U686,AND2X1,0.3125,0.2589285714285714,0.2589285714285714,0.3125,0.25,0.25,5,7,7
37,U687,NAND2X0,0.3125,0.2916666666666667,0.2589285714285714,0.3125,0.25,0.25,5,6,7
38,U688,XNOR2X1,1.0,0.75,0.6428571428571429,1.0,0.75,0.5,3,6,7
39,U689,XNOR2X1,0.6666666666666666,0.6428571428571429,0.6428571428571429,0.5,0.5,0.5,3,7,7
40,U690,NOR2X0,0.3125,0.17578125,0.1697716346153846,0.25,0.18359375,0.125,4,12,13
41,U691,AO21X1,0.1770833333333333,0.18359375,0.1697716346153846,0.15625,0.125,0.125,6,12,13
42,U692,INVX0,0.5,0.3125,0.3125,0.5,0.25,0.25,2,4,4
43,U693,NAND3X0,0.2388392857142857,0.2078125,0.2078125,0.140625,0.1875,0.1875,7,10,10
44,U694,NAND3X0,0.125,0.0859375,0.0859375,0.125,0.0625,0.0625,6,10,10
45,U695,NAND3X0,0.1875,0.1696428571428571,0.1696428571428571,0.1875,0.125,0.125,6,7,7
46,U696,INVX0,1.0,0.6386470588235295,0.5010454545454546,1.0,0.4964,0.501,2,17,22
47,U697,XNOR2X1,1.0,0.496275,0.4991409090909091,1.0,0.4992499999999999,0.49945,6,24,22
48,U698,XOR3X1,0.55,0.4895833333333333,0.4895833333333333,0.5,0.5,0.5,10,12,12
49,U699,XOR2X1,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,8,8,8
