,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U17,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
1,U18,AND3X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
2,U19,AO221X1,0.425,0.425,0.425,0.5,0.375,0.375,5,5,5
3,U20,XNOR2X1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
4,U21,AO221X1,0.325,0.325,0.325,0.375,0.375,0.375,5,5,5
5,U22,AND2X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
6,U23,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
7,U24,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
8,U25,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
9,U26,AO22X1,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,5,5,5
10,U27,AO21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
11,U28,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
