,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,add_291_U1_1_1,HADDX1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
1,add_291_U1_1_2,HADDX1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
2,add_291_U1_1_3,HADDX1,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
3,add_291_U1_1_4,HADDX1,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
4,add_291_U1_1_5,HADDX1,0.25,0.0625,0.03125,0.25,0.0625,0.03125,3,5,6
5,add_291_U1_1_6,HADDX1,0.25,0.0625,0.015625,0.25,0.0625,0.015625,3,5,7
6,add_291_U1_1_7,HADDX1,0.25,0.0625,0.0078125,0.25,0.0625,0.0078125,3,5,8
7,add_291_U1_1_8,HADDX1,0.25,0.0625,0.00390625,0.25,0.0625,0.00390625,3,5,9
8,U144,INVX2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
9,U146,AO21X1,0.325,0.25,0.1099470588235294,0.375,0.1875,0.0521,5,7,17
10,U147,MUX21X1,0.275,0.1770833333333333,0.06735,0.25,0.15625,0.0319,5,6,16
11,U148,AND2X1,0.25,0.125,0.0589130108173076,0.25,0.125,0.005615234375,3,4,13
12,U149,NOR2X0,0.5,0.1770833333333333,0.0902506510416666,0.5,0.03125,0.01123046875,2,6,12
13,U150,AO222X1,0.2057291666666666,0.1749131944444444,0.1008,0.171875,0.08203125,0.041,9,9,18
14,U151,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
15,U152,AO221X1,0.2299107142857142,0.159375,0.10134375,0.171875,0.05859375,0.051,7,10,16
16,U153,INVX0,0.5,0.25,0.0589130108173076,0.5,0.25,0.005615234375,2,3,13
17,U154,AO22X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
18,U155,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
19,U156,XNOR2X1,0.4375,0.4375,0.4375,0.25,0.25,0.25,4,4,4
20,U157,NAND2X0,0.2604166666666667,0.203125,0.203125,0.1875,0.140625,0.140625,6,7,7
21,U158,AO21X1,0.4166666666666667,0.2375,0.2375,0.25,0.0625,0.0625,3,5,5
22,U159,NAND2X0,0.2604166666666667,0.25,0.25,0.1875,0.15625,0.15625,6,6,6
23,U160,NAND3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
24,U161,OAI21X1,0.3125,0.3125,0.3125,0.125,0.125,0.125,4,4,4
25,U162,AO22X1,0.25,0.25,0.25,0.1875,0.1875,0.1875,6,6,6
26,U163,NAND3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
27,U164,AO22X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
28,U165,OR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
29,U166,MUX21X1,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.75,0.75,0.75,3,3,3
30,U167,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
31,U168,AO22X1,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,5,5,5
32,U169,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
33,U170,NAND2X0,0.3125,0.3125,0.3125,0.1875,0.1875,0.1875,5,5,5
34,U171,NAND3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
35,U172,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
36,U173,AO22X1,0.2875,0.2875,0.2875,0.1875,0.1875,0.1875,5,5,5
37,U174,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
38,U175,AO21X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
39,U176,AO21X1,0.375,0.275,0.275,0.25,0.125,0.125,4,5,5
40,U177,NAND2X0,0.6666666666666666,0.4375,0.3,0.5,0.25,0.125,3,4,5
41,U178,AO21X1,0.4166666666666667,0.2375,0.2375,0.25,0.0625,0.0625,3,5,5
42,U179,AO221X1,0.21875,0.2053571428571428,0.2053571428571428,0.125,0.125,0.125,6,7,7
43,U180,INVX0,0.25,0.125,0.0625,0.25,0.125,0.0625,3,4,5
44,U181,NAND3X0,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
