,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U304,AND2X4,0.4166666666666667,0.0454545454545454,0.0344827586206896,0.25,0.0,0.0,3,22,29
1,U303,AND2X4,0.4166666666666667,0.0454545454545454,0.0344827586206896,0.25,0.0,0.0,3,22,29
2,U302,ISOLORX8,0.0078125,3.846153846153846e-06,0.0,0.0078125,0.0,0.0,8,26,28
3,U297,NAND4X1,0.0625,0.00390625,0.00390625,0.0625,0.00390625,0.00390625,5,9,9
4,U296,OR4X4,6.25e-06,6.666666666666667e-05,5.263157894736842e-05,0.0,0.0,0.0,16,21,19
5,U295,NAND4X1,0.125,0.1041666666666666,0.1041666666666666,0.125,0.125,0.125,5,6,6
6,U294,NAND4X1,0.0625,0.0424360795454545,0.03984375,0.0625,0.017578125,0.044921875,6,11,10
7,U293,NAND4X1,0.0625,0.0414663461538461,0.0309012276785714,0.0625,0.0361328125,0.02490234375,8,13,14
8,U292,NAND4X1,0.125,0.04296875,0.0471413352272727,0.125,0.05859375,0.0087890625,4,9,11
9,U230,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
10,U229,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
11,U228,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
12,U227,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
13,U226,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
14,U225,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
15,U224,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
16,U223,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
17,U222,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
18,U221,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
19,U220,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
20,U219,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
21,U218,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
22,U217,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
23,U216,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
24,U215,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
25,U214,INVX32,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
26,U213,NAND2X4,0.21875,0.1002604166666666,0.1002604166666666,0.21875,0.02734375,0.02734375,6,9,9
27,U212,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
28,U211,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
29,U210,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
30,U209,NAND2X4,0.1770833333333333,0.0625,0.0625,0.03125,0.0625,0.0625,6,8,8
31,U208,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
32,U207,NAND2X4,0.15625,0.1866319444444444,0.1351207386363636,0.09375,0.1953125,0.099609375,6,9,11
33,U206,NAND2X4,0.5,0.3125,0.1770833333333333,0.5,0.25,0.15625,2,4,6
34,U205,NAND2X4,0.2625,0.325,0.2276785714285714,0.1875,0.375,0.125,5,5,7
35,U204,NAND2X4,0.1808035714285714,0.1437174479166666,0.1043178013392857,0.140625,0.107421875,0.042236328125,7,12,14
36,U202,INVX32,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
37,U201,NAND2X4,0.1770833333333333,0.1770833333333333,0.1770833333333333,0.03125,0.03125,0.03125,6,6,6
38,U138,NAND4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
39,U137,INVX32,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
40,U135,AOI21X2,0.4166666666666667,0.1875,0.1875,0.25,0.03125,0.03125,3,6,6
41,U132,NAND4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
42,U131,INVX32,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
43,U129,AOI21X2,0.4166666666666667,0.1875,0.1875,0.25,0.03125,0.03125,3,6,6
44,U128,AND2X4,0.15625,0.108203125,0.108203125,0.09375,0.013671875,0.013671875,6,10,10
45,U127,AND2X4,0.25,0.0870535714285714,0.07734375,0.25,0.046875,0.013671875,3,7,10
46,U126,AND2X4,0.25,0.09375,0.0913529829545454,0.25,0.09375,0.0146484375,4,8,11
47,U125,AND2X4,0.25,0.0833333333333333,0.083740234375,0.25,0.0703125,0.0146484375,4,9,12
48,U124,AND2X4,0.25,0.071484375,0.078857421875,0.25,0.046875,0.03759765625,4,10,12
49,U123,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
50,U120,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
51,U118,NAND4X1,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,6,6,6
52,U117,AOI22X2,0.375,0.171875,0.171875,0.375,0.046875,0.046875,4,7,7
53,U116,NAND4X1,0.127734375,0.0898066666666666,0.0896533333333333,0.134765625,0.0178,0.0171,10,15,15
54,U114,AOI21X2,0.1875,0.1875,0.1875,0.03125,0.03125,0.03125,6,6,6
55,U113,ISOLORX8,0.3125,0.1852678571428571,0.1852678571428571,0.25,0.015625,0.015625,4,7,7
56,U112,NAND3X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
57,U111,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
58,U109,NAND4X1,0.169921875,0.14306640625,0.14306640625,0.1640625,0.056640625,0.056640625,8,12,12
59,U108,AND2X4,0.25,0.03125,0.03125,0.25,0.03125,0.03125,3,6,6
60,U107,NAND3X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
61,U106,OAI21X2,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
62,U102,NAND3X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
63,U101,NOR2X4,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
64,U100,NOR2X4,0.4166666666666667,0.2375,0.2375,0.25,0.0625,0.0625,3,5,5
65,U99,INVX32,0.5,0.2375,0.2375,0.5,0.0625,0.0625,2,5,5
66,U97,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
67,U96,INVX32,0.5,0.125,0.125,0.5,0.125,0.125,2,4,4
68,U95,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
69,U94,NOR2X4,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
70,U93,INVX32,0.5,0.125,0.125,0.5,0.125,0.125,2,4,4
71,U92,AOI22X2,0.2375,0.169921875,0.169921875,0.1875,0.0390625,0.0390625,5,8,8
72,U91,OAI21X2,0.28125,0.2433035714285714,0.18359375,0.28125,0.203125,0.05078125,6,7,9
73,U90,AND2X4,0.3125,0.1495535714285714,0.1401909722222222,0.25,0.171875,0.12890625,4,7,9
74,U89,AND2X4,0.375,0.16796875,0.1922743055555555,0.375,0.171875,0.12109375,5,8,9
75,U88,AND2X4,0.375,0.1493055555555555,0.175,0.375,0.1484375,0.171875,5,9,10
76,U87,AND2X4,0.375,0.126953125,0.16328125,0.375,0.078125,0.1171875,5,10,10
77,U85,OR4X4,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
78,U83,AOI22X2,0.325,0.1450639204545454,0.1450639204545454,0.375,0.029296875,0.029296875,5,11,11
79,U82,AOI21X2,0.3,0.1785714285714285,0.1785714285714285,0.25,0.0625,0.0625,5,7,7
80,U80,AOI21X2,0.375,0.203125,0.203125,0.375,0.046875,0.046875,4,7,7
81,U79,NAND3X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
82,U77,AOI21X2,0.4166666666666667,0.2875,0.2875,0.25,0.1875,0.1875,3,5,5
83,U75,AOI22X2,0.1629464285714285,0.1323784722222222,0.1323784722222222,0.109375,0.05078125,0.05078125,7,9,9
84,U74,INVX32,0.375,0.1323784722222222,0.1323784722222222,0.375,0.05078125,0.05078125,4,9,9
85,U73,INVX32,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
86,U72,NAND3X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
87,U71,NAND3X4,0.125,0.03125,0.03125,0.125,0.03125,0.03125,4,6,6
88,U69,INVX32,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
89,U68,INVX32,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
90,U67,NOR2X4,0.25,0.018359375,0.018359375,0.25,0.029296875,0.029296875,3,10,10
91,U66,NOR2X4,0.4166666666666667,0.119140625,0.0765787760416666,0.25,0.1171875,0.029296875,3,10,12
92,U65,AOI22X2,0.3,0.1345880681818181,0.1028395432692307,0.25,0.05859375,0.0146484375,5,11,13
93,U64,INVX32,0.375,0.2291666666666666,0.1028395432692307,0.375,0.125,0.0146484375,4,6,13
94,U63,AOI22X2,0.35,0.1546875,0.1129557291666666,0.25,0.0625,0.015625,5,10,12
95,U62,INVX32,0.375,0.25,0.1129557291666666,0.375,0.125,0.015625,4,6,12
96,U61,AOI22X2,0.2916666666666667,0.1402698863636363,0.1040414663461538,0.25,0.05859375,0.0146484375,6,11,13
97,U60,INVX32,0.375,0.1875,0.1040414663461538,0.375,0.125,0.0146484375,4,8,13
98,U59,AOI22X2,0.35,0.1129557291666666,0.0917271205357142,0.25,0.015625,0.00390625,5,12,14
99,U58,INVX32,0.375,0.2008928571428571,0.0917271205357142,0.375,0.09375,0.00390625,4,7,14
100,U57,NOR2X4,0.25,0.2125,0.2125,0.25,0.0625,0.0625,3,5,5
101,U56,AOI21X2,0.3125,0.2604166666666667,0.2604166666666667,0.25,0.1875,0.1875,4,6,6
102,U55,INVX32,0.4166666666666667,0.2875,0.2875,0.25,0.1875,0.1875,3,5,5
103,U51,AOI22X2,0.375,0.1651785714285714,0.1651785714285714,0.375,0.125,0.125,4,7,7
104,U50,OAI21X2,0.28125,0.2916666666666667,0.2265625,0.28125,0.25,0.171875,6,6,8
105,U48,AOI22X2,0.375,0.1651785714285714,0.1651785714285714,0.375,0.125,0.125,4,7,7
106,U47,OAI21X2,0.28125,0.2916666666666667,0.2265625,0.28125,0.25,0.171875,6,6,8
