,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U156,XOR2X1,0.6666666666666666,0.1359375,0.0309975609756097,0.5,0.046875,0.0075,3,10,41
1,U157,NOR2X0,0.0625,0.0072380952380952,0.0070341463414634,0.0625,0.0078,0.0073,5,21,41
2,U158,XOR2X1,0.6666666666666666,0.1359375,0.0312048780487804,0.5,0.046875,0.0079,3,10,41
3,U159,NOR2X0,0.0625,0.0070047619047619,0.0069756097560975,0.0625,0.0078,0.0074,5,21,41
4,U160,XOR2X1,0.6666666666666666,0.1359375,0.0308951219512195,0.5,0.046875,0.0076,3,10,41
5,U161,NOR2X0,0.0625,0.0068714285714285,0.0069243902439024,0.0625,0.0073,0.0074,5,21,41
6,U162,XOR2X1,0.6666666666666666,0.1359375,0.0310780487804878,0.5,0.046875,0.0075,3,10,41
7,U163,NOR2X0,0.0625,0.0068380952380952,0.0070146341463414,0.0625,0.0072,0.0076,5,21,41
8,U164,NAND4X0,0.0729166666666666,0.0321314285714285,0.0345121951219512,0.09375,0.0411,0.0386,6,35,41
9,U165,XNOR2X1,0.6666666666666666,0.1104910714285714,0.0311317073170731,0.5,0.046875,0.0079,3,14,41
10,U166,NOR2X0,0.0625,0.0073666666666666,0.0070780487804878,0.0625,0.0077,0.0076,5,33,41
11,U167,XOR2X1,0.6666666666666666,0.1104910714285714,0.0310975609756097,0.5,0.046875,0.0076,3,14,41
12,U168,NOR2X0,0.0625,0.0073903225806451,0.0068487804878048,0.0625,0.0078,0.0072,5,31,41
13,U169,XOR2X1,0.6666666666666666,0.1104910714285714,0.0307634146341463,0.5,0.046875,0.0073,3,14,41
14,U170,NOR2X0,0.0625,0.00715,0.0070292682926829,0.0625,0.0076,0.0074,5,30,41
15,U171,XOR2X1,0.6666666666666666,0.1104910714285714,0.0308731707317073,0.5,0.046875,0.0072,3,14,41
16,U172,NOR2X0,0.0625,0.007728125,0.0071780487804878,0.0625,0.00825,0.0077,5,32,41
