,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U78,INVX2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
1,U79,MUX21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
2,U80,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
3,U81,MUX21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
4,U82,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
5,U83,MUX21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
6,U84,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
7,U85,MUX21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
8,U86,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
9,U87,AO222X1,0.2455357142857142,0.2013888888888889,0.1547475961538461,0.21875,0.125,0.078125,7,9,13
10,U88,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
11,U89,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
12,U90,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
13,U91,AO22X1,0.375,0.2708333333333333,0.1471354166666666,0.375,0.1875,0.0546875,4,6,12
14,U92,AO222X1,0.22265625,0.18203125,0.1377333333333333,0.171875,0.11328125,0.0621,8,10,15
15,U93,OA21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
16,U94,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
17,U95,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
18,U96,AO22X1,0.375,0.2708333333333333,0.1471354166666666,0.375,0.1875,0.0546875,4,6,12
19,U97,AO222X1,0.2265625,0.17890625,0.1333,0.171875,0.10546875,0.0476,8,10,15
20,U98,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
21,U99,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
22,U100,AO222X1,0.2916666666666667,0.22265625,0.1449497767857142,0.1875,0.125,0.0703125,6,8,14
23,U101,NOR2X0,0.5,0.2,0.1228693181818181,0.5,0.25,0.046875,2,5,11
24,U102,AO22X1,0.375,0.2708333333333333,0.1471354166666666,0.375,0.1875,0.0546875,4,6,12
25,U103,AND2X1,0.1875,0.109375,0.09375,0.25,0.125,0.0625,4,8,10
26,U104,INVX0,0.5,0.2421875,0.2,0.5,0.125,0.078125,3,8,10
27,U105,MUX21X1,0.375,0.2222222222222222,0.2,0.375,0.09375,0.078125,4,9,10
28,U106,NOR2X0,0.3125,0.1796875,0.15625,0.25,0.125,0.125,4,8,9
29,U107,MUX21X1,0.35,0.234375,0.234375,0.25,0.1875,0.1875,5,8,8
30,U108,MUX21X1,0.35,0.2916666666666667,0.2916666666666667,0.25,0.25,0.25,5,6,6
31,U109,MUX21X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
32,U110,OR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
33,U111,MUX21X1,0.2395833333333333,0.147265625,0.147265625,0.15625,0.05859375,0.05859375,6,10,10
34,U112,AND3X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
35,U113,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
36,U114,MUX21X1,0.2395833333333333,0.147265625,0.147265625,0.15625,0.05859375,0.05859375,6,10,10
37,U115,NOR3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
38,U116,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
39,U117,MUX21X1,0.2395833333333333,0.147265625,0.147265625,0.15625,0.05859375,0.05859375,6,10,10
40,U118,NOR3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
41,U119,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
42,U120,MUX21X1,0.2395833333333333,0.147265625,0.147265625,0.15625,0.05859375,0.05859375,6,10,10
43,U121,AND2X1,0.25,0.1770833333333333,0.1770833333333333,0.25,0.03125,0.03125,3,6,6
44,U122,AND2X1,0.2375,0.2375,0.2375,0.0625,0.0625,0.0625,5,5,5
45,U123,OR4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
46,U124,AND3X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
47,U125,MUX21X1,0.375,0.375,0.375,0.25,0.25,0.25,4,4,4
48,U126,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
