,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,sub_148_aco_U2_3,FADDX1,0.22265625,0.1305803571428571,0.1135475852272727,0.21875,0.125,0.0966796875,8,14,11
1,r471_U2_3,FADDX1,0.228515625,0.1442307692307692,0.1477272727272727,0.28125,0.25,0.125,8,13,11
2,r94_U1_1_1,HADDX1,0.2375,0.062890625,0.0178,0.1875,0.064453125,0.0072499999999999,5,10,26
3,r94_U1_1_2,HADDX1,0.1354166666666666,0.15234375,0.0099185185185185,0.09375,0.1328125,0.0051,6,8,27
4,r94_U1_1_3,HADDX1,0.1354166666666666,0.0863715277777777,0.0050214285714285,0.09375,0.06640625,0.00315,6,9,28
5,sub_73_U2_8,FADDX1,0.38125,0.20322,0.20314,0.375,0.18405,0.1813,10,20,20
6,sub_60_U2_1,FADDX1,0.193359375,0.1304875,0.19189453125,0.171875,0.1235999999999999,0.1552734375,8,16,12
7,sub_60_U2_2,FADDX1,0.2321428571428571,0.1197263157894736,0.1873497596153846,0.25,0.0902,0.1484375,7,19,13
8,sub_60_U2_3,FADDX1,0.2118055555555555,0.1041318181818181,0.1765834263392857,0.25,0.0627,0.1519775390625,9,22,14
9,sub_60_U2_4,FADDX1,0.2118055555555555,0.098844,0.1647066666666666,0.25,0.059,0.1582,9,25,15
10,sub_60_U2_5,FADDX1,0.2118055555555555,0.085544,0.162775,0.25,0.0621,0.16865,9,25,16
11,sub_60_U2_6,FADDX1,0.1875,0.0973826086956521,0.1521176470588235,0.15625,0.0605,0.1718,8,23,17
12,sub_60_U2_7,FADDX1,0.1875,0.101990909090909,0.1448666666666666,0.15625,0.0832,0.14745,8,22,18
13,sub_60_U2_8,FADDX1,0.4236111111111111,0.2055857142857143,0.2132947368421052,0.5,0.1538,0.1868,9,21,19
14,U392,INVX2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
15,U393,INVX0,0.5,0.4166666666666667,0.0,0.5,0.25,0.0,2,3,11
16,U394,NAND2X1,0.5,0.3125,0.0,0.5,0.25,0.0,2,4,11
17,U395,NAND2X1,0.5,0.1875,0.0,0.5,0.1875,0.0,2,5,11
18,U396,INVX0,0.5,0.25,0.0,0.5,0.25,0.0,2,6,11
19,U397,NAND2X1,0.5,0.2083333333333333,0.1512784090909091,0.5,0.15625,0.087890625,2,9,11
20,U398,INVX0,0.5,0.19140625,0.1676136363636363,0.5,0.15625,0.125,2,10,11
21,U399,NAND2X1,0.5,0.3125,0.0,0.5,0.25,0.0,2,4,11
22,U400,INVX0,0.5,0.25,0.0,0.5,0.25,0.0,2,4,11
23,U401,NAND2X1,0.5,0.3125,0.1512784090909091,0.5,0.25,0.087890625,2,4,11
24,U402,INVX0,0.5,0.375,0.1512784090909091,0.5,0.375,0.087890625,2,4,11
25,U403,NAND2X1,0.5,0.3125,0.1512784090909091,0.5,0.25,0.087890625,2,4,11
26,U404,INVX0,0.5,0.25,0.1512784090909091,0.5,0.25,0.087890625,2,4,11
27,U405,NAND2X1,0.5,0.0,0.0,0.5,0.0,0.0,2,10,11
28,U406,NAND2X1,0.5,0.1234375,0.0,0.5,0.125,0.0,2,10,11
29,U407,INVX0,0.5,0.2116477272727272,0.1135475852272727,0.5,0.25,0.0966796875,3,11,11
30,U408,NAND2X1,0.5,0.1909722222222222,0.124911221590909,0.5,0.234375,0.0986328125,2,9,11
31,U409,INVX0,0.4166666666666667,0.2039930555555555,0.1503018465909091,0.25,0.1953125,0.0966796875,3,9,11
32,U410,NAND2X1,0.5,0.3125,0.3125,0.5,0.25,0.25,2,4,4
33,U411,INVX0,0.5,0.4166666666666667,0.4166666666666667,0.5,0.25,0.25,2,3,3
34,U412,INVX0,0.5,0.3125,0.1875,0.5,0.125,0.03125,2,4,6
35,U413,INVX0,0.5,0.3125,0.1875,0.5,0.125,0.03125,2,4,6
36,U414,INVX0,0.5,0.3125,0.1875,0.5,0.125,0.03125,2,4,6
37,U415,INVX0,0.5,0.3125,0.1875,0.5,0.125,0.03125,2,4,6
38,U416,AND2X1,0.325,0.1910511363636363,0.1818181818181818,0.375,0.03125,0.0,5,11,11
39,U417,INVX0,0.5,0.4,0.25,0.5,0.5,0.0625,3,5,7
40,U418,NAND2X1,0.5,0.1666666666666666,0.065340909090909,0.5,0.125,0.064453125,2,6,11
41,U419,INVX0,0.5,0.1979166666666666,0.124911221590909,0.5,0.1875,0.0986328125,2,6,11
42,U420,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,3,4,4
43,U421,INVX0,0.5,0.1849254261363636,0.24453125,0.5,0.1630859375,0.25390625,2,11,10
44,U422,AND2X1,0.25,0.1643629807692307,0.1676136363636363,0.25,0.140625,0.125,6,13,11
45,U423,AND2X1,0.4166666666666667,0.2375,0.1875,0.25,0.0625,0.03125,3,5,6
46,U424,NAND2X1,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
47,U425,NAND2X1,0.5,0.189453125,0.1651278409090909,0.5,0.1171875,0.126953125,2,8,11
48,U426,AND2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
49,U427,AND2X1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
50,U428,AND2X1,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
51,U429,NAND2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
52,U430,AND2X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
53,U431,XOR2X1,0.6666666666666666,0.3333333333333333,0.2463600852272727,0.5,0.375,0.2548828125,3,9,11
54,U432,XOR2X1,0.625,0.2599431818181818,0.1714311079545454,0.5,0.25,0.0966796875,4,11,11
55,U433,XOR2X1,0.6666666666666666,0.3055555555555556,0.1022727272727272,0.5,0.25,0.03125,3,9,11
56,U434,XOR2X1,0.5,0.375,0.1022727272727272,0.5,0.375,0.03125,2,4,11
57,U435,XOR2X1,0.6666666666666666,0.4166666666666667,0.1022727272727272,0.5,0.25,0.03125,3,3,11
58,U436,XOR2X1,0.6666666666666666,0.375,0.1022727272727272,0.5,0.375,0.03125,3,4,11
59,U437,XOR2X1,0.5625,0.2977430555555556,0.2939453125,0.5,0.1953125,0.1669921875,4,9,11
60,U438,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
61,U439,XOR2X1,0.6666666666666666,0.5625,0.5625,0.5,0.5,0.5,3,4,4
62,U440,XOR2X1,0.5,0.375,0.1214488636363636,0.5,0.375,0.068359375,2,4,11
63,U441,XOR2X1,0.6666666666666666,0.4166666666666667,0.1214488636363636,0.5,0.25,0.068359375,3,3,11
64,U442,XOR2X1,0.3,0.1285511363636363,0.1961115056818181,0.125,0.046875,0.0322265625,5,11,11
65,U443,XOR2X1,1.0,0.32421875,0.3132102272727273,1.0,0.234375,0.25390625,2,8,11
66,U444,XOR2X1,0.6666666666666666,0.25,0.1214488636363636,0.5,0.25,0.068359375,3,4,11
67,U445,XOR2X1,0.6666666666666666,0.263671875,0.2585227272727273,0.5,0.20703125,0.125,3,10,11
68,U446,XOR2X1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
69,U447,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
70,U448,XOR2X1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
71,U449,XOR2X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
72,U450,XOR2X1,0.6666666666666666,0.3,0.3,0.5,0.125,0.125,3,5,5
73,U451,XOR2X1,0.5,0.2102272727272727,0.1818181818181818,0.5,0.0625,0.0,5,11,11
74,U452,XOR2X1,0.5,0.2533052884615384,0.2272727272727272,0.5,0.2421875,0.1875,6,13,11
75,U453,AO22X1,0.1605902777777778,0.12826,0.1358,0.1875,0.0935,0.1359,9,15,19
76,U454,OR2X1,0.0390625,0.0648722222222222,0.1254111111111111,0.0390625,0.06025,0.09195,8,18,18
77,U455,AOI22X1,0.2916666666666667,0.1452414772727272,0.1435388888888888,0.1875,0.09375,0.1576,6,11,18
78,U456,OR2X1,0.2625,0.1395866666666666,0.1327470588235294,0.1875,0.0859,0.1314,5,15,17
79,U457,AO22X1,0.2916666666666667,0.1681315104166666,0.1507058823529412,0.1875,0.09375,0.1479,6,12,17
80,U458,OR2X1,0.2625,0.1474958147321428,0.14630625,0.1875,0.13330078125,0.15115,5,14,16
81,U459,INVX0,0.2625,0.0918782552083333,0.204296875,0.1875,0.08203125,0.2109375,5,12,10
82,U460,AO22X1,0.2916666666666667,0.1681315104166666,0.152975,0.1875,0.09375,0.15385,6,12,16
83,U461,OR2X1,0.2625,0.13249375,0.1048933333333333,0.1875,0.1047,0.1062,5,16,15
84,U462,AO22X1,0.2916666666666667,0.1681315104166666,0.1654,0.1875,0.09375,0.1432,6,12,15
85,U463,OR2X1,0.2625,0.1458217075892857,0.123046875,0.1875,0.1142578125,0.1259765625,5,14,14
86,U464,AO22X1,0.2916666666666667,0.1701388888888889,0.1760602678571428,0.1875,0.125,0.1495361328125,6,9,14
87,U465,OR2X1,0.2625,0.116945,0.1419396033653846,0.1875,0.085,0.12890625,5,20,13
88,U466,AO22X1,0.3,0.097895,0.1821664663461538,0.25,0.0693,0.1435546875,5,20,13
89,U467,NAND2X0,0.2291666666666666,0.1214317908653846,0.1284623579545454,0.09375,0.0791015625,0.0810546875,6,13,11
90,U468,NOR2X0,0.4166666666666667,0.1429036458333333,0.1651278409090909,0.25,0.08447265625,0.126953125,3,12,11
91,U469,MUX21X1,0.3,0.1256103515625,0.1431790865384615,0.25,0.056640625,0.064453125,5,14,13
92,U470,AO22X1,0.2165178571428571,0.1089666666666666,0.0730346153846153,0.140625,0.03035,0.0294,7,18,26
93,U471,AND2X1,0.4166666666666667,0.1883347826086956,0.20381,0.25,0.1232,0.17855,3,23,20
