,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,r180_U1_8,FADDX1,0.2890625,0.1683238636363636,0.0575514285714285,0.2734375,0.1171875,0.0155,8,11,35
1,r34_U1_1,FADDX1,0.2265625,0.1384943181818181,0.1384943181818181,0.203125,0.09375,0.09375,8,11,11
2,r34_U1_2,FADDX1,0.2239583333333333,0.11806,0.1171,0.1875,0.063,0.0662,9,15,15
3,r34_U1_3,FADDX1,0.2239583333333333,0.1091764705882352,0.0991684210526315,0.1875,0.061,0.0622,9,17,19
4,r34_U1_4,FADDX1,0.2239583333333333,0.1085166666666666,0.0847391304347826,0.1875,0.0621,0.0333,9,18,23
5,r34_U1_5,FADDX1,0.2239583333333333,0.1099666666666666,0.0722222222222222,0.1875,0.0622999999999999,0.0293,9,18,27
6,r34_U1_6,FADDX1,0.4305555555555556,0.1787611111111111,0.1034193548387096,0.4375,0.1245,0.0348,9,18,31
7,U181,XNOR2X1,0.3958333333333333,0.2857142857142857,0.2857142857142857,0.375,0.125,0.125,6,7,7
8,U182,XNOR2X1,1.0,0.2386363636363636,0.2386363636363636,1.0,0.125,0.125,3,11,11
9,U183,XNOR2X1,0.6666666666666666,0.359375,0.1946733333333333,0.5,0.375,0.1241,3,13,15
10,U184,XNOR2X1,0.6666666666666666,0.3854166666666667,0.1632052631578947,0.5,0.375,0.1214,3,12,19
11,U185,XNOR2X1,0.6666666666666666,0.3541666666666667,0.137795652173913,0.5,0.375,0.0661,3,12,23
12,U186,XNOR2X1,0.6666666666666666,0.3541666666666667,0.1206481481481481,0.5,0.375,0.0636,3,12,27
13,U187,XNOR2X1,0.6666666666666666,0.3541666666666667,0.1030483870967741,0.5,0.375,0.0324,3,12,31
14,U188,INVX4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
15,U189,INVX2,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
16,U190,NAND2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
17,U191,INVX2,0.5,1.0,1.0,0.5,1.0,1.0,2,2,2
18,U192,AND2X1,0.25,0.171875,0.0599870967741935,0.25,0.21875,0.0148,4,8,31
19,U193,AND2X1,0.25,0.0625,0.0522645161290322,0.25,0.0625,0.0083,4,8,31
20,U194,AND2X1,0.25,0.0625,0.0471774193548387,0.25,0.0625,0.004,4,8,31
21,U195,AND2X1,0.25,0.0625,0.0444516129032258,0.25,0.0625,0.0066,4,8,31
22,U196,NAND2X1,0.125,0.0625,0.0443612903225806,0.125,0.0625,0.0068,4,5,31
23,U197,AND2X1,0.25,0.0387369791666666,0.044358064516129,0.25,0.0400390625,0.0066,3,12,31
24,U198,AND2X1,0.25,0.1443810096153846,0.13902,0.25,0.1015625,0.1196,3,13,15
25,U199,AND2X1,0.25,0.0774739583333333,0.0962736842105263,0.25,0.080078125,0.06,3,12,19
26,U200,AND2X1,0.25,0.0387369791666666,0.0704434782608695,0.25,0.0400390625,0.0302,3,12,23
27,U201,AND2X1,0.25,0.0387369791666666,0.0544333333333333,0.25,0.0400390625,0.0144,3,12,27
28,U202,AND2X1,0.25,0.2265625,0.0665645161290322,0.25,0.3828125,0.0,4,11,31
29,U203,AND2X1,0.5,0.2073863636363636,0.2073863636363636,0.5,0.1875,0.1875,3,11,11
30,U204,AND2X1,0.5,0.296875,0.0731774193548387,0.5,0.251953125,0.0,4,14,31
31,U205,AND2X1,0.2395833333333333,0.1473214285714285,0.1473214285714285,0.21875,0.0625,0.0625,6,7,7
32,U206,XNOR2X1,0.25,0.1375,0.0,0.25,0.1875,0.0,3,5,31
33,U207,XOR2X1,0.5625,0.3035714285714285,0.0844032258064516,0.5,0.13671875,0.0,4,14,31
34,U208,XOR2X1,0.75,0.3806818181818182,0.0954903225806451,0.75,0.265625,0.0,4,11,31
35,U209,XOR2X1,0.75,0.4609375,0.0987451612903225,0.75,0.1875,0.0321,4,8,31
36,U210,XOR2X1,0.75,0.5,0.1019741935483871,0.75,0.25,0.0335,4,8,31
37,U211,XOR2X1,0.75,0.5,0.1028225806451613,0.75,0.25,0.0327,4,8,31
38,U212,XOR2X1,0.75,0.5,0.1054935483870967,0.75,0.25,0.0336,4,8,31
39,U213,XOR2X1,0.5,0.2,0.0,0.5,0.25,0.0,4,5,31
40,U214,AO22X1,0.20078125,0.1260666666666666,0.0571,0.19140625,0.063,0.0162,10,15,35
41,U215,OR2X1,0.2109375,0.1451322115384615,0.0603151515151515,0.2109375,0.06640625,0.0159,8,13,33
42,U216,AO22X1,0.20078125,0.1264466666666666,0.064274193548387,0.19140625,0.0639,0.017,10,15,31
43,U217,OR2X1,0.2109375,0.1451322115384615,0.0670275862068965,0.2109375,0.06640625,0.0166,8,13,29
44,U218,AO22X1,0.20078125,0.1259066666666666,0.0744925925925926,0.19140625,0.0623,0.0305,10,15,27
45,U219,OR2X1,0.2109375,0.1451322115384615,0.078004,0.2109375,0.06640625,0.0304,8,13,25
46,U220,AO22X1,0.20078125,0.1260533333333333,0.0831478260869565,0.19140625,0.0632,0.0321,10,15,23
47,U221,OR2X1,0.2109375,0.1451322115384615,0.0915095238095238,0.2109375,0.06640625,0.0315,8,13,21
48,U222,AO22X1,0.20078125,0.1263866666666666,0.1006052631578947,0.19140625,0.0637,0.0602,10,15,19
49,U223,OR2X1,0.2109375,0.1451322115384615,0.1116058823529411,0.2109375,0.06640625,0.0589,8,13,17
50,U224,AO22X1,0.20078125,0.1352163461538461,0.11742,0.19140625,0.109375,0.0641,10,13,15
51,U225,OR2X1,0.2109375,0.1404747596153846,0.1404747596153846,0.2109375,0.078125,0.078125,8,13,13
52,U226,AO22X1,0.2265625,0.1384943181818181,0.1384943181818181,0.203125,0.09375,0.09375,8,11,11
53,U227,OR2X1,0.2604166666666667,0.2366071428571428,0.2366071428571428,0.15625,0.1875,0.1875,6,7,7
54,U228,AND2X1,0.2395833333333333,0.1473214285714285,0.1473214285714285,0.21875,0.0625,0.0625,6,7,7
55,U229,OR3X1,0.2455357142857142,0.1622596153846154,0.0645032258064516,0.15625,0.1171875,0.0,7,13,31
56,U230,INVX0,1.0,0.2209821428571428,0.1045225806451612,1.0,0.15625,0.0348,3,14,31
57,U231,INVX0,1.0,0.2209821428571428,0.1199074074074074,1.0,0.15625,0.0632,3,14,27
58,U232,INVX0,1.0,0.2209821428571428,0.1387086956521739,1.0,0.15625,0.0658,3,14,23
59,U233,INVX0,1.0,0.2209821428571428,0.1614368421052631,1.0,0.15625,0.1207,3,14,19
60,U234,INVX0,1.0,0.2259615384615384,0.1956933333333333,1.0,0.15625,0.1256,3,13,15
61,U235,INVX0,1.0,0.2386363636363636,0.2386363636363636,1.0,0.125,0.125,3,11,11
62,U236,MUX21X1,0.325,0.2065972222222222,0.099385,0.375,0.171875,0.01455,5,9,20
63,U237,MUX21X1,0.325,0.2065972222222222,0.098505,0.375,0.171875,0.01395,5,9,20
64,U238,MUX21X1,0.325,0.2065972222222222,0.10019,0.375,0.171875,0.0154,5,9,20
65,U239,MUX21X1,0.325,0.2065972222222222,0.10024,0.375,0.171875,0.01525,5,9,20
66,U240,MUX21X1,0.325,0.2065972222222222,0.09899,0.375,0.171875,0.01445,5,9,20
67,U241,MUX21X1,0.325,0.2065972222222222,0.099705,0.375,0.171875,0.0124999999999999,5,9,20
68,U242,MUX21X1,0.325,0.2065972222222222,0.1026052631578947,0.375,0.171875,0.0042,5,9,19
69,U243,MUX21X1,0.325,0.2232142857142857,0.0921473684210526,0.375,0.1875,0.0,5,7,19
70,U244,AOI21X1,0.2291666666666666,0.1766690340909091,0.1052263157894736,0.09375,0.044921875,0.0189,6,11,19
71,U245,MUX21X1,0.375,0.1603338068181818,0.0662551724137931,0.25,0.087890625,0.0067,4,11,29
72,U246,MUX21X1,0.375,0.174609375,0.0638241379310344,0.25,0.087890625,0.0061,4,10,29
73,U247,MUX21X1,0.375,0.1603338068181818,0.0662285714285714,0.25,0.087890625,0.0038,4,11,28
74,U248,MUX21X1,0.375,0.1603338068181818,0.0667464285714285,0.25,0.087890625,0.00375,4,11,28
75,U249,MUX21X1,0.375,0.1603338068181818,0.0669749999999999,0.25,0.087890625,0.00675,4,11,28
76,U250,MUX21X1,0.375,0.1603338068181818,0.0685178571428571,0.25,0.087890625,0.00755,4,11,28
77,U251,MUX21X1,0.375,0.1603338068181818,0.0660965517241379,0.25,0.087890625,0.0074,4,11,29
78,U252,MUX21X1,0.375,0.1603338068181818,0.0660793103448275,0.25,0.087890625,0.0065,4,11,29
79,U253,AND2X1,0.2875,0.1857638888888889,0.0658535714285714,0.1875,0.0390625,0.01105,5,9,28
80,U254,NAND3X0,0.1227678571428571,0.0461529411764705,0.0292642857142857,0.078125,0.0262,0.0113499999999999,7,17,28
81,U255,AO21X1,0.375,0.190625,0.1181588235294117,0.375,0.125,0.0609,4,10,17
82,U256,OA22X1,0.1931423611111111,0.1595052083333333,0.1178764705882352,0.23046875,0.181640625,0.0959,9,12,17
83,U257,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
84,U258,OA221X1,0.2544642857142857,0.149639423076923,0.1411830357142857,0.28125,0.09375,0.0703125,7,13,14
85,U259,AO221X1,0.2544642857142857,0.1508413461538461,0.1627604166666666,0.28125,0.09375,0.09375,7,13,12
86,U260,OA221X1,0.1979166666666666,0.171875,0.190625,0.1640625,0.1875,0.1875,9,11,10
87,U261,OAI222X1,0.23046875,0.2589285714285714,0.2589285714285714,0.203125,0.25,0.25,8,7,7
88,U262,AND2X1,0.2625,0.3125,0.3125,0.1875,0.25,0.25,5,4,4
89,U263,OA22X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
90,U264,AND2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
91,U265,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
92,U266,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
93,U267,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
94,U268,AOI21X1,0.375,0.190625,0.1160705882352941,0.375,0.125,0.0597,4,10,17
95,U269,OA22X1,0.1931423611111111,0.1595052083333333,0.1172058823529411,0.23046875,0.181640625,0.0956,9,12,17
96,U270,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
97,U271,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
98,U272,OA221X1,0.2544642857142857,0.162109375,0.140625,0.28125,0.140625,0.09375,7,12,14
99,U273,AO221X1,0.2544642857142857,0.1634114583333333,0.1640625,0.28125,0.140625,0.140625,7,12,12
100,U274,OA221X1,0.22265625,0.1890625,0.1875,0.1875,0.1875,0.1875,8,10,10
101,U275,AO222X1,0.23046875,0.234375,0.234375,0.203125,0.234375,0.234375,8,8,8
102,U276,OR2X1,0.2625,0.275,0.275,0.1875,0.25,0.25,5,5,5
103,U277,AO22X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
104,U278,OA21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
105,U279,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
106,U280,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
107,U281,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
108,U282,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
109,U283,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
110,U284,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
111,U285,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
112,U286,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
113,U287,AO22X1,0.2708333333333333,0.25,0.325,0.1875,0.15625,0.375,6,6,5
114,U288,NOR2X0,0.1375,0.25,0.25,0.1875,0.25,0.25,5,3,3
115,U289,AO21X1,0.3125,0.5833333333333334,0.5833333333333334,0.25,0.75,0.75,4,3,3
116,U290,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
117,U291,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
118,U292,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
119,U293,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
120,U294,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
121,U295,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
122,U296,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
123,U297,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
124,U298,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
125,U299,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
126,U300,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
127,U301,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
128,U302,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
129,U303,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
130,U304,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
131,U305,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
132,U306,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
133,U307,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
134,U308,AO22X1,0.375,0.4375,0.4375,0.375,0.5,0.5,4,4,4
