,GATE_NAME,GATE_TYPE,INF-LIM2_MEAN,INF-LIM4_MEAN,INF-LIM2_NORM_MEAN,INF-LIM4_NORM_MEAN,INF-LIM2_MEDIAN,INF-LIM4_MEDIAN,INF-LIM2_NORM_MEDIAN,INF-LIM4_NORM_MEDIAN,INF-LIM2_SIZE,INF-LIM4_SIZE
0,U5132,OA22X1,5.217738818018517,0.42948302521772813,0.8391698285714287,0.3004463975025604,139.625,2.425,0.9928888888888889,0.708029197080292,29,11
1,U5133,OA22X1,6.79635041699338,0.4912292070321863,0.8717348571428574,0.32941227593699063,172.61111111111111,2.666666666666667,0.9942399999999999,0.7272727272727273,30,13
2,U5134,OA221X1,5.9748653500897735,0.2846460073374451,0.8566280566280567,0.2215754423488241,143.23076923076925,2.769230769230769,0.9930666666666667,0.7346938775510204,32,14
3,U5135,OA221X1,5.866734486266545,0.33433588394002617,0.8543703703703707,0.25056351100503976,169.45454545456093,6.909090909091627,0.9941333333333339,0.8735632183908161,31,13
4,U5136,OA221X1,6.211017132942977,0.3815185031840856,0.8613233082706769,0.27615880808311455,207.33333333333331,5.222222222222222,0.9952,0.8392857142857143,33,16
5,U5137,OA221X1,5.1835248768648805,0.2021200656720675,0.8382799422799425,0.1681363379947148,88.28571428571429,1.3571428571428095,0.9888,0.5757575757575671,28,11
6,U5138,OA221X1,5.598319448434365,0.25762254837951415,0.8484462585034016,0.20484886241223077,169.45454545454547,4.09090909090909,0.9941333333333334,0.8035714285714285,30,13
7,U5139,OA221X1,5.7805123053742005,0.3181785567521389,0.8525185185185189,0.24137743336995202,82.33333333333334,1.4666666666666222,0.988,0.5945945945945873,31,14
8,U5140,OA22X1,5.209690239360504,0.2183865826999302,0.8389613714285717,0.17924243897695272,139.625,1.7999999999999998,0.9928888888888889,0.6428571428571428,29,12
9,U5141,OA22X1,5.542193032826122,0.5303878579072406,0.8471460571428575,0.34657087428315725,233.37500000000003,4.791666666666667,0.9957333333333334,0.827338129496403,29,13
10,U5142,OA221X1,5.918720615472297,0.2819830646010529,0.8554646074646076,0.21995849429477812,143.23076923076925,2.8461538461538463,0.9930666666666667,0.74,32,14
11,U5143,OA221X1,5.563245823389032,0.5169083899394186,0.8476363636363639,0.3407644082976313,inf,inf,1.0,1.0,30,10
12,U5144,OA221X1,5.8063958513396825,0.3261569890783384,0.8530793650793653,0.24594146225856203,100.35135135135135,2.054054054054054,0.9901333333333334,0.6725663716814159,31,14
13,U5145,OA221X1,5.786355475763026,0.286998531091888,0.8526455026455029,0.22299833617401166,128.31034482758622,2.6551724137931036,0.9922666666666666,0.7264150943396227,31,14
14,U5146,OA221X1,5.572828730862794,0.2753737239264189,0.8478585034013607,0.2159161026766663,132.92857142857142,4.857142857142858,0.9925333333333333,0.8292682926829268,30,12
