,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,U303,AND2X4,0.4166666666666667,0.04,0.0303030303030303,0.25,0.0,0.0,3,25,33
1,U302,ISOLORX8,0.03125,0.0,0.0,0.03125,0.0,0.0,6,29,32
2,U301,ISOLORX8,0.0078125,0.001953125,0.000244140625,0.0078125,0.001953125,0.000244140625,8,10,13
3,U300,NAND4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
4,U297,NAND4X1,0.0625,0.00390625,0.00390625,0.0625,0.00390625,0.00390625,5,9,9
5,U296,OR4X4,1.875e-05,6.19047619047619e-05,4.210526315789474e-05,0.0,0.0,0.0,16,21,19
6,U295,NAND4X1,0.125,0.1041666666666666,0.1041666666666666,0.125,0.125,0.125,5,6,6
7,U294,NAND4X1,0.0625,0.0424360795454545,0.03984375,0.0625,0.017578125,0.044921875,6,11,10
8,U293,NAND4X1,0.0625,0.0414663461538461,0.0309012276785714,0.0625,0.0361328125,0.02490234375,8,13,14
9,U292,NAND4X1,0.125,0.04296875,0.0471413352272727,0.125,0.05859375,0.0087890625,4,9,11
10,U230,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
11,U229,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
12,U228,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
13,U227,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
14,U226,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
15,U225,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
16,U224,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
17,U223,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
18,U222,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
19,U221,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
20,U220,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
21,U219,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
22,U218,XOR2X2,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
23,U217,NOR2X4,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
24,U216,XOR2X2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,3,3,3
25,U215,XOR2X2,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
26,U214,INVX32,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
27,U213,NAND2X4,0.21875,0.1002604166666666,0.1002604166666666,0.21875,0.02734375,0.02734375,6,9,9
28,U212,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
29,U211,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
30,U210,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
31,U209,NAND2X4,0.1770833333333333,0.0625,0.0625,0.03125,0.0625,0.0625,6,8,8
32,U208,NAND2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
33,U207,NAND2X4,0.15625,0.1866319444444444,0.1351207386363636,0.09375,0.1953125,0.099609375,6,9,11
34,U206,NAND2X4,0.5,0.3125,0.1770833333333333,0.5,0.25,0.15625,2,4,6
35,U205,NAND2X4,0.2625,0.325,0.2276785714285714,0.1875,0.375,0.125,5,5,7
36,U204,NAND2X4,0.1808035714285714,0.1437174479166666,0.1043178013392857,0.140625,0.107421875,0.042236328125,7,12,14
37,U202,INVX32,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
38,U201,NAND2X4,0.1770833333333333,0.1770833333333333,0.1770833333333333,0.03125,0.03125,0.03125,6,6,6
39,U138,NAND4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
40,U137,INVX32,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
41,U135,AOI21X2,0.4166666666666667,0.1875,0.1875,0.25,0.03125,0.03125,3,6,6
42,U132,NAND4X1,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
43,U131,INVX32,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
44,U129,AOI21X2,0.4166666666666667,0.1875,0.1875,0.25,0.03125,0.03125,3,6,6
45,U128,AND2X4,0.15625,0.108203125,0.108203125,0.09375,0.013671875,0.013671875,6,10,10
46,U127,AND2X4,0.25,0.0870535714285714,0.07734375,0.25,0.046875,0.013671875,3,7,10
47,U126,AND2X4,0.25,0.09375,0.0913529829545454,0.25,0.09375,0.0146484375,4,8,11
48,U125,AND2X4,0.25,0.0833333333333333,0.083740234375,0.25,0.0703125,0.0146484375,4,9,12
49,U124,AND2X4,0.25,0.071484375,0.078857421875,0.25,0.046875,0.03759765625,4,10,12
50,U123,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
51,U120,NOR2X4,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
52,U118,NAND4X1,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,6,6,6
53,U117,AOI22X2,0.375,0.171875,0.171875,0.375,0.046875,0.046875,4,7,7
54,U116,NAND4X1,0.127734375,0.08972,0.0899533333333333,0.134765625,0.0172,0.0177,10,15,15
55,U114,AOI21X2,0.1875,0.1875,0.1875,0.03125,0.03125,0.03125,6,6,6
56,U113,ISOLORX8,0.3125,0.1852678571428571,0.1852678571428571,0.25,0.015625,0.015625,4,7,7
