,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
0,add_291_U1_1_1,HADDX1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
1,add_291_U1_1_2,HADDX1,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
2,add_291_U1_1_3,HADDX1,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
3,add_291_U1_1_4,HADDX1,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
4,add_291_U1_1_5,HADDX1,0.25,0.0625,0.03125,0.25,0.0625,0.03125,3,5,6
5,add_291_U1_1_6,HADDX1,0.25,0.0625,0.015625,0.25,0.0625,0.015625,3,5,7
6,add_291_U1_1_7,HADDX1,0.25,0.0625,0.0078125,0.25,0.0625,0.0078125,3,5,8
7,add_291_U1_1_8,HADDX1,0.25,0.0625,0.00390625,0.25,0.0625,0.00390625,3,5,9
8,U290,INVX2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
9,U291,INVX0,0.5,0.26171875,0.1476,0.5,0.1953125,0.0687,3,8,15
10,U292,MUX21X1,0.2708333333333333,0.2003728693181818,0.1474866666666666,0.1875,0.0751953125,0.0706,6,11,15
11,U293,MUX21X1,0.5833333333333334,0.4375,0.4375,0.75,0.375,0.375,3,4,4
12,U294,AO222X1,0.2388392857142857,0.1538529829545454,0.1021823529411764,0.171875,0.0439453125,0.0404,7,11,17
13,U295,NOR2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
14,U296,INVX0,0.25,0.109375,0.0589130108173076,0.25,0.015625,0.005615234375,3,7,13
15,U297,OAI221X1,0.1905381944444444,0.1161066666666666,0.0917157894736842,0.15234375,0.0578,0.0537,9,15,19
16,U298,AO22X1,0.3,0.3,0.3,0.25,0.25,0.25,5,5,5
17,U299,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
18,U300,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
19,U301,XOR2X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
20,U302,NAND2X0,0.2604166666666667,0.2053571428571428,0.2053571428571428,0.1875,0.125,0.125,6,7,7
21,U303,OAI21X1,0.3125,0.2375,0.2375,0.125,0.0625,0.0625,4,5,5
22,U304,NAND2X0,0.2604166666666667,0.25,0.25,0.1875,0.15625,0.15625,6,6,6
23,U305,NAND3X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
24,U306,OAI21X1,0.3125,0.3125,0.3125,0.125,0.125,0.125,4,4,4
25,U307,AO22X1,0.3125,0.375,0.375,0.3125,0.375,0.375,5,4,4
26,U308,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
27,U309,AO22X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
28,U310,OR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
29,U311,MUX21X1,0.375,0.375,0.375,0.375,0.375,0.375,4,4,4
30,U312,OR2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
31,U313,AO22X1,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,5,5,5
32,U314,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
33,U315,AO22X1,0.3,0.3,0.3,0.25,0.25,0.25,5,5,5
34,U316,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
35,U317,AO22X1,0.2053571428571428,0.2053571428571428,0.2053571428571428,0.125,0.125,0.125,7,7,7
36,U318,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
37,U319,AO21X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
38,U320,AO21X1,0.375,0.275,0.275,0.25,0.125,0.125,4,5,5
39,U321,NAND2X0,0.6666666666666666,0.4375,0.3,0.5,0.25,0.125,3,4,5
40,U322,AO21X1,0.4166666666666667,0.2375,0.2375,0.25,0.0625,0.0625,3,5,5
41,U323,AO221X1,0.21875,0.2053571428571428,0.2053571428571428,0.125,0.125,0.125,6,7,7
42,U324,INVX0,0.25,0.125,0.0625,0.25,0.125,0.0625,3,4,5
43,U325,NAND3X0,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
44,U326,NOR2X0,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
